,Car_ID,Brand,Model,Year,Km,Doors,Seats,TransmissionNr,Fuel,Power,Cylinder Engine,Transmission,AC,Condition,Price
4302,4870,Peugeot,208,2013,273028,5,5,5,Diesel,68cv,1461,Manual,ACAutomático,Usados,5990
4303,4871,Renault,Mégane,2014,260977,5,5,7,Diesel,95cv,1000,Manual,ACAutomático,Usados,7990
4304,4872,Audi,R8,2014,42169,2,2,5,Gasolina,550cv,1598,Manual,ACAutomático,Usados,108990
4305,4873,Peugeot,508SW,2013,148573,5,5,6,Diesel,115cv,1500,Manual,ACManual,Usados,10990
4306,4874,Mercedes-Benz,C350,2018,25241,5,5,5,Híbrido(Gasolina),279cv,1968,Automática,ACAutomático,Usados,39990
4307,4875,Skoda,Octavia,2014,234110,5,5,6,Diesel,105cv,492,Manual,ACManual,Usados,8990
4308,4876,Ford,Focus,2015,198475,5,5,7,Diesel,120cv,400,Manual,ACAutomático,Usados,9990
4309,4877,Audi,A4Avant,2014,220529,5,5,5,Diesel,136cv,505,Manual,ACManual,Usados,16490
4310,4878,Hyundai,Tucson,2016,41000,5,5,6,Diesel,116cv,1496,Manual,ACAutomático,Usados,20500
4311,4879,BMW,520,2010,232270,5,5,5,Diesel,177cv,1600,Manual,ACManual,Usados,12990
4312,488,MINI,Cooper,2018,12043,3,5,6,Gasolina,136cv,400,Manual,ACAutomático,Usados,20800
4313,4880,Renault,MéganeCabrio,2005,163000,3,4,6,Gasolina,112cv,1461,Manual,ACIndependente,Usados,5900
4314,4881,BMW,318,2015,146141,5,5,6,Diesel,143cv,1364,Manual,ACAutomático,Usados,18990
4315,4882,SEAT,Leon,2013,127000,3,5,6,Diesel,150cv,1686,Manual,ACIndependente,Usados,16800
4316,4883,Fiat,500,2020,1,3,5,8,Gasolina,69cv,1199,Manual,ACAutomático,Usados,15699
4317,4884,Fiat,500,2020,1,3,5,6,Gasolina,69cv,2143,Automática,ACAutomático,Usados,15699
4318,4885,Fiat,500,2020,1,3,5,6,Gasolina,69cv,3000,Manual,ACAutomático,Usados,15699
4319,4886,Fiat,500,2020,1,3,5,5,Gasolina,69cv,1600,Manual,ACIndependente,Usados,15699
4320,4887,Fiat,500,2020,1,3,5,6,Gasolina,69cv,1560,Manual,ACAutomático,Usados,15699
4321,4888,Fiat,500,2020,1,3,5,6,Gasolina,69cv,1199,Manual,ACAutomático,Usados,15699
4322,4889,Fiat,500,2020,1,3,5,5,Gasolina,69cv,1461,Manual,ACAutomático,Usados,15699
4323,489,MINI,Cooper,2018,15138,3,5,6,Gasolina,136cv,505,Manual,ACManual,Usados,20800
4324,4890,Fiat,500,2020,1,3,5,5,Gasolina,69cv,1000,Manual,ACAutomático,Usados,15699
4325,4891,Citroën,DS5,2014,171000,5,5,5,Híbrido(Diesel),200cv,1598,Manual,ACAutomático,Usados,17490
4326,4892,Fiat,500,2020,1,3,5,6,Gasolina,69cv,1500,Manual,ACManual,Usados,15699
4327,4893,Renault,MéganeSportTourer,2015,228653,5,5,5,Diesel,95cv,1968,Automática,ACAutomático,Usados,8290
4328,4894,Toyota,AurisTouringSports,2014,205516,5,5,6,Diesel,90cv,1496,Manual,ACAutomático,Usados,9990
4329,4895,Toyota,Verso,2010,167000,5,7,6,Diesel,127cv,1600,Manual,ACManual,Usados,10900
4330,4896,Opel,AstraSportsTourer,2016,195937,5,5,6,Diesel,136cv,1461,Manual,ACIndependente,Usados,9990
4331,4897,Mercedes-Benz,C220,1999,319500,5,5,8,Diesel,125cv,1364,Manual,ACAutomático,Usados,3000
4332,4898,MINI,Cooper,2010,131200,3,4,6,Diesel,109cv,1686,Manual,ACIndependente,Usados,10990
4333,4899,Porsche,Cayenne,2018,37900,5,5,6,Híbrido(Gasolina),462cv,1199,Manual,ACAutomático,Usados,98900
4334,49,MINI,One,2017,16500,5,5,9,Gasolina,102cv,1364,Manual,ACAutomático,Usados,16500
4335,490,Mercedes-Benz,GLC350,2017,66338,5,5,6,Híbrido(Gasolina),320cv,523,Manual,ACManual,Usados,52000
4336,4900,Renault,MéganeSportTourer,2014,119500,5,5,6,Diesel,110cv,2143,Automática,ACAutomático,Usados,13900
4337,4901,Renault,MéganeSportTourer,2013,226242,5,5,5,Diesel,110cv,3000,Manual,ACAutomático,Usados,9900
4338,4902,BMW,520,2020,5,5,5,7,Diesel,190cv,1600,Manual,ACIndependente,Usados,58074
4339,4903,Kia,Sportage,2020,2800,5,5,6,Híbrido(Diesel),115cv,1560,Manual,ACAutomático,Usados,29500
4340,4904,Renault,MéganeBreak,2005,179500,5,5,8,Diesel,105cv,1199,Manual,ACAutomático,Usados,4950
4341,4905,Kia,XCeed,2020,2400,5,5,7,Gasolina,140cv,1461,Manual,ACAutomático,Usados,29900
4342,4906,Kia,Stonic,2020,5900,5,5,7,Gasolina,120cv,1000,Manual,ACAutomático,Usados,19500
4343,4907,Mercedes-Benz,A200,2019,7000,5,5,5,Diesel,150cv,1598,Manual,ACAutomático,Usados,39900
4344,4908,Mercedes-Benz,CLA200,2018,27570,5,5,5,Diesel,136cv,1500,Manual,ACManual,Usados,36900
4345,4909,Renault,Koleos,2018,78000,5,5,6,Diesel,177cv,1968,Automática,ACAutomático,Usados,28900
4346,491,MINI,Cooper,2018,21568,2,5,6,Diesel,116cv,1598,Manual,ACManual,Usados,21800
4347,4910,Audi,A1,2012,184000,3,5,7,Diesel,90cv,492,Manual,ACManual,Usados,11750
4348,4911,Jeep,GrandCherokee,1998,190000,5,5,6,Diesel,115cv,400,Manual,ACAutomático,Usados,5500
4349,4912,Opel,Corsa,2016,51483,5,5,6,Gasolina,115cv,505,Manual,ACManual,Usados,9900
4350,4913,Opel,Corsa,2017,60922,5,5,5,Gasolina,70cv,1496,Manual,ACAutomático,Usados,9999
4351,4914,Renault,Clio,2018,57500,5,5,5,Diesel,90cv,1600,Manual,ACManual,Usados,14400
4352,4915,Fiat,500,2017,67808,3,4,5,Gasolina,85cv,1461,Manual,ACIndependente,Usados,10900
4353,4916,SEAT,Ibiza,2018,51270,5,5,5,Gasolina,75cv,1364,Manual,ACAutomático,Usados,12500
4354,4917,Chevrolet,Spark,2012,106700,5,5,5,Gasolina,68cv,1686,Manual,ACIndependente,Usados,5500
4355,4918,Mercedes-Benz,C180,2016,83772,5,5,6,Diesel,116cv,1199,Manual,ACAutomático,Usados,26500
4356,4919,Mercedes-Benz,C180,2015,147000,5,5,6,Diesel,116cv,2143,Automática,ACAutomático,Usados,19990
4357,492,Mercedes-Benz,GLA220,2015,100682,5,5,6,Diesel,170cv,1991,Automática,ACManual,Usados,28300
4358,4920,BMW,320,2015,196059,5,5,8,Diesel,184cv,3000,Manual,ACAutomático,Usados,18990
4359,4921,BMW,318,2015,234218,5,5,6,Diesel,150cv,1600,Manual,ACIndependente,Usados,14990
4360,4922,Ford,Focus,2017,197179,5,5,6,Diesel,120cv,1560,Manual,ACAutomático,Usados,11990
4361,4923,BMW,318,2008,248886,5,5,5,Diesel,143cv,1199,Manual,ACAutomático,Usados,8990
4362,4924,Audi,A4Avant,2014,214771,5,5,6,Diesel,136cv,1461,Manual,ACAutomático,Usados,15990
4363,4925,BMW,520,2014,201859,4,5,5,Diesel,184cv,1000,Manual,ACAutomático,Usados,20990
4364,4926,BMW,X3,2015,152046,5,5,5,Diesel,190cv,1598,Manual,ACAutomático,Usados,31490
4365,4927,BMW,318,2016,134557,5,5,5,Diesel,150cv,1500,Manual,ACManual,Usados,18490
4366,4928,VW,PassatVariant,2005,231028,5,5,6,Diesel,140cv,1968,Automática,ACAutomático,Usados,5490
4367,4929,Renault,Captur,2014,64787,5,5,5,Diesel,90cv,1496,Manual,ACAutomático,Usados,6880
4368,493,Renault,Clio,2015,134000,5,5,6,Diesel,90cv,1496,Manual,ACAutomático,Usados,11500
4369,4930,VW,Golf,2015,64000,5,5,6,Gasolina,298cv,1600,Manual,ACManual,Usados,23500
4370,4931,Renault,Clio,2016,125356,5,5,5,Diesel,75cv,1461,Manual,ACIndependente,Usados,6480
4371,4932,BMW,420GranCoupé,2014,160512,5,5,6,Diesel,184cv,1364,Manual,ACAutomático,Usados,28490
4372,4933,VW,Golf,2017,23684,5,5,8,Gasolina,110cv,1686,Manual,ACIndependente,Usados,9880
4373,4934,LandRover,RangeRover,2003,173339,5,5,6,Diesel,177cv,1199,Manual,ACAutomático,Usados,18900
4374,4935,SEAT,Alhambra,2016,124015,5,7,5,Diesel,150cv,2143,Automática,ACAutomático,Usados,25500
4375,4936,Volvo,V60,2019,26000,5,5,5,Diesel,190cv,3000,Manual,ACAutomático,Usados,41800
4376,4937,BMW,120,2012,162287,5,5,5,Diesel,184cv,1600,Manual,ACIndependente,Usados,9980
4377,4938,Renault,Captur,2015,129659,5,5,6,Diesel,90cv,1560,Manual,ACAutomático,Usados,11990
4378,4939,Toyota,Yaris,2017,63726,5,5,5,Gasolina,69cv,1199,Manual,ACAutomático,Usados,4880
4379,494,BMW,320,2004,271000,5,5,6,Diesel,150cv,1600,Manual,ACManual,Usados,8700
4380,4940,Ford,Fiesta,2015,89000,5,5,7,Gasolina,100cv,1461,Manual,ACAutomático,Usados,9900
4381,4941,Audi,A3Sportback,2017,57304,5,5,6,Diesel,116cv,1000,Manual,ACAutomático,Usados,11480
4382,4942,Peugeot,208,2015,41994,5,5,6,Gasolina,82cv,1598,Manual,ACAutomático,Usados,4980
4383,4943,Renault,Scénic,2004,293127,5,5,6,Diesel,100cv,1500,Manual,ACManual,Usados,4990
4384,4944,Audi,A4,2004,363687,5,5,6,Diesel,130cv,1968,Automática,ACAutomático,Usados,7800
4385,4945,VW,PassatVariant,2011,189857,5,5,5,Diesel,140cv,492,Manual,ACManual,Usados,11490
4386,4946,Peugeot,308,2015,103348,5,5,6,Diesel,100cv,400,Manual,ACAutomático,Usados,14500
4387,4947,Opel,Astra,2016,69522,5,5,6,Diesel,110cv,505,Manual,ACManual,Usados,8680
4388,4948,BMW,M3,2001,133000,3,5,6,Gasolina,343cv,523,Manual,ACManual,Usados,38000
4389,4949,Citroën,C3,2017,25530,5,5,6,Gasolina,82cv,1598,Manual,ACManual,Usados,5880
4390,495,Toyota,Yaris,2016,39250,5,5,5,Gasolina,69cv,1461,Manual,ACIndependente,Usados,10500
4391,4950,Peugeot,407SW,2008,210000,5,5,7,Diesel,110cv,1991,Automática,ACManual,Usados,6300
4392,4951,BMW,116,2017,70000,5,5,6,Diesel,116cv,1995,Manual,ACManual,Usados,18950
4393,4952,Opel,InsigniaSportsTourer,2009,180000,5,5,6,Diesel,130cv,1496,Manual,ACAutomático,Usados,8500
4394,4953,MINI,One,2016,90000,5,5,6,Diesel,95cv,1600,Manual,ACManual,Usados,15700
4395,4954,Mercedes-Benz,C220,2010,400000,5,5,6,Diesel,170cv,1461,Manual,ACIndependente,Usados,12000
4396,4955,Renault,MéganeSportTourer,2015,207000,5,5,5,Diesel,110cv,1364,Manual,ACAutomático,Usados,10500
4397,4956,Volvo,V40,2015,83000,3,4,6,Diesel,115cv,1686,Manual,ACIndependente,Usados,15500
4398,4957,Audi,Q5,2010,415000,2,4,5,Diesel,170cv,1199,Manual,ACAutomático,Usados,14500
4399,4958,AlfaRomeo,Giulietta,2010,198000,5,5,6,Diesel,105cv,2143,Automática,ACAutomático,Usados,9000
4400,4959,Ford,Fiesta,2002,200000,5,5,6,Gasolina,80cv,3000,Manual,ACAutomático,Usados,2300
4401,496,Toyota,Auris,2011,178000,5,5,6,Gasolina,101cv,1364,Manual,ACAutomático,Usados,8900
4402,4960,Renault,Clio,2019,20000,5,5,5,Diesel,90cv,1600,Manual,ACIndependente,Usados,16900
4403,4961,Renault,MéganeSportTourer,2017,134000,5,5,5,Diesel,110cv,1560,Manual,ACAutomático,Usados,14500
4404,4962,VW,NewBeetle,2015,52000,3,5,6,Diesel,105cv,1199,Manual,ACAutomático,Usados,16800
4405,4963,Peugeot,RCZ,2010,138000,5,5,6,Gasolina,200cv,1461,Manual,ACAutomático,Usados,15800
4406,4964,VW,PassatVariant,1998,331000,5,5,6,Diesel,110cv,1000,Manual,ACAutomático,Usados,3465
4407,4965,Skoda,FabiaBreak,2017,58000,5,5,5,Gasolina,75cv,1598,Manual,ACAutomático,Usados,9750
4408,4966,Toyota,C-HR,2017,110000,5,5,5,Gasolina,116cv,1500,Manual,ACManual,Usados,19890
4409,4967,SEAT,Leon,2018,27293,5,5,5,Diesel,115cv,1496,Manual,ACAutomático,Usados,19800
4410,4968,Renault,Mégane,2016,120701,5,5,6,Diesel,110cv,1600,Manual,ACManual,Usados,11700
4411,4969,VW,Passat,2015,132943,4,5,5,Diesel,120cv,1461,Manual,ACIndependente,Usados,16500
4412,497,Toyota,Corolla,2019,6700,5,5,6,Gasolina,116cv,1686,Manual,ACIndependente,Usados,20500
4413,4970,VW,GolfVariant,2017,70371,5,5,6,Diesel,115cv,1364,Manual,ACAutomático,Usados,17900
4414,4971,Renault,Zoe,2018,57940,5,5,5,Eléctrico,88cv,1686,Manual,ACIndependente,Usados,16100
4415,4972,Renault,Captur,2017,39137,5,5,6,Gasolina,90cv,1199,Manual,ACAutomático,Usados,13700
4416,4973,BMW,116,2015,39099,5,5,6,Diesel,116cv,2143,Automática,ACAutomático,Usados,18100
4417,4974,Peugeot,208,2018,77347,5,5,6,Gasolina,82cv,3000,Manual,ACAutomático,Usados,12500
4418,4975,Opel,Astra,2015,78801,5,5,6,Diesel,110cv,1600,Manual,ACIndependente,Usados,12400
4419,4976,Renault,Mégane,2017,63503,5,5,6,Diesel,110cv,1560,Manual,ACAutomático,Usados,16000
4420,4977,Peugeot,Expert,2019,73859,4,6,5,Diesel,120cv,1199,Manual,ACAutomático,Usados,25500
4421,4978,BMW,X4,2015,81199,5,5,6,Diesel,190cv,1461,Manual,ACAutomático,Usados,36000
4422,4979,Renault,Kadjar,2019,20364,5,5,5,Diesel,115cv,1000,Manual,ACAutomático,Usados,24100
4423,498,Citroën,DS5,2012,154500,5,5,6,Híbrido(Diesel),200cv,1199,Manual,ACAutomático,Usados,14900
4424,4980,Renault,Kadjar,2019,34910,5,5,6,Diesel,115cv,1598,Manual,ACAutomático,Usados,22700
4425,4981,BMW,520,2015,121148,5,5,6,Diesel,190cv,1500,Manual,ACManual,Usados,25800
4426,4982,Renault,Clio,2016,111406,5,5,5,Diesel,90cv,1968,Automática,ACAutomático,Usados,11200
4427,4983,Nissan,Qashqai,2018,68685,5,4,6,Diesel,110cv,492,Manual,ACManual,Usados,20700
4428,4984,Opel,Adam,2018,15069,3,5,6,Gasolina,70cv,400,Manual,ACAutomático,Usados,11600
4429,4985,BMW,520,2016,61104,5,7,6,Diesel,190cv,505,Manual,ACManual,Usados,28000
4430,4986,BMW,X5,2016,116767,5,7,6,Diesel,231cv,523,Manual,ACManual,Usados,40300
4431,4987,BMW,216GranTourer,2016,93063,5,7,6,Diesel,116cv,1598,Manual,ACManual,Usados,19800
4432,4988,Opel,Corsa,2018,89221,5,5,5,Diesel,95cv,1496,Manual,ACAutomático,Usados,11200
4433,4989,Opel,Zafira,2016,66116,5,5,6,Diesel,136cv,1600,Manual,ACManual,Usados,16400
4434,499,Porsche,Panamera,2011,140000,2,2,6,Híbrido(Gasolina),380cv,2143,Automática,ACAutomático,Usados,40900
4435,4990,Volvo,V60,2015,62732,5,5,6,Diesel,150cv,1461,Manual,ACIndependente,Usados,20000
4436,4991,Opel,Corsa,2016,116400,5,5,5,Diesel,95cv,1364,Manual,ACAutomático,Usados,9800
4437,4992,Renault,Mégane,2014,89622,5,7,6,Diesel,110cv,1686,Manual,ACIndependente,Usados,11500
4438,4993,Ford,S-Max,2016,125860,5,5,5,Diesel,180cv,1199,Manual,ACAutomático,Usados,23000
4439,4994,Opel,Corsa,2016,102586,5,5,6,Diesel,95cv,2143,Automática,ACAutomático,Usados,9800
4440,4995,Nissan,Qashqai,2018,67029,5,5,6,Diesel,110cv,3000,Manual,ACAutomático,Usados,20600
4441,4996,VW,PassatVariant,2017,85483,5,5,5,Diesel,120cv,1600,Manual,ACIndependente,Usados,19000
4442,4997,BMW,520,2015,144024,4,5,5,Diesel,190cv,1560,Manual,ACAutomático,Usados,23900
4443,4998,Mitsubishi,Colt,2007,213000,3,5,6,Diesel,95cv,1199,Manual,ACAutomático,Usados,4465
4444,4999,Opel,Corsa,2011,157614,5,5,6,Diesel,95cv,1461,Manual,ACAutomático,Usados,6450
4445,5,Mercedes-Benz,CLS250,2015,82600,5,5,6,Diesel,204cv,2143,Automática,ACAutomático,Usados,34900
4446,50,Mercedes-Benz,GLC250,2017,54665,5,5,6,Diesel,204cv,1686,Manual,ACIndependente,Usados,54900
4447,500,Audi,TT,2015,78000,5,5,5,Diesel,185cv,3000,Manual,ACAutomático,Usados,30900
4448,5000,Renault,Clio,2020,425,5,5,8,Gasolina,100cv,1000,Manual,ACAutomático,Usados,16900
4449,5001,Volvo,S60,2018,16600,4,5,5,Diesel,120cv,1598,Manual,ACAutomático,Usados,25700
4450,5002,Chevrolet,CruzeSW,2014,68271,5,5,5,Diesel,130cv,1500,Manual,ACManual,Usados,12900
4451,5003,Mercedes-Benz,A200,2019,12730,5,5,7,Diesel,150cv,1968,Automática,ACAutomático,Usados,39400
4452,5004,Opel,Corsa,2002,188000,3,5,6,Gasolina,75cv,492,Manual,ACManual,Usados,1865
4453,5005,Peugeot,308SW,2014,160000,5,5,6,Diesel,92cv,400,Manual,ACAutomático,Usados,10990
4454,5006,Mercedes-Benz,A180,2019,23250,5,5,5,Diesel,116cv,505,Manual,ACManual,Usados,31000
4455,5007,Toyota,AvensisSW,2013,54000,5,5,6,Diesel,124cv,523,Manual,ACManual,Usados,17900
4456,5008,Volvo,V60,2012,105000,5,5,6,Diesel,163cv,1598,Manual,ACManual,Usados,19500
4457,5009,Fiat,Punto,2016,56308,5,5,5,Diesel,95cv,1496,Manual,ACAutomático,Usados,9600
4458,501,Mercedes-Benz,GLC350,2018,60000,5,5,6,Híbrido(Gasolina),320cv,1600,Manual,ACIndependente,Usados,54500
4459,5010,Nissan,Qashqai,2017,112410,5,5,6,Diesel,110cv,1600,Manual,ACManual,Usados,17300
4460,5011,Fiat,Punto,2012,67015,5,5,5,Diesel,85cv,1461,Manual,ACIndependente,Usados,6750
4461,5012,Renault,Clio,2008,168040,5,5,5,Diesel,85cv,1364,Manual,ACAutomático,Usados,5600
4462,5013,Peugeot,508RXH,2014,194432,5,5,5,Híbrido(Diesel),200cv,1686,Manual,ACIndependente,Usados,16990
4463,5014,Renault,Mégane,2010,179495,5,4,6,Diesel,90cv,1199,Manual,ACAutomático,Usados,6350
4464,5015,MINI,One,2016,71200,5,5,6,Diesel,95cv,2143,Automática,ACAutomático,Usados,14900
4465,5016,Audi,A4,2015,167205,5,5,6,Diesel,136cv,3000,Manual,ACAutomático,Usados,15990
4466,5017,Mercedes-Benz,A180,2016,110000,5,5,6,Diesel,109cv,1600,Manual,ACIndependente,Usados,18490
4467,5018,Opel,Tigra,1999,117000,2,5,6,Gasolina,90cv,1560,Manual,ACAutomático,Usados,2900
4468,5019,Renault,MéganeSportTourer,2014,124000,5,2,6,Diesel,110cv,1199,Manual,ACAutomático,Usados,10500
4469,502,VW,Tiguan,2018,79612,5,5,6,Diesel,150cv,1560,Manual,ACAutomático,Usados,28500
4470,5020,Peugeot,308SW,2017,93100,5,2,6,Diesel,120cv,1461,Manual,ACAutomático,Usados,14450
4471,5021,Smart,ForTwo,2000,128000,2,5,5,Gasolina,55cv,1000,Manual,ACAutomático,Usados,2950
4472,5022,Nissan,Qashqai,2015,118255,5,5,6,Diesel,110cv,1598,Manual,ACAutomático,Usados,16400
4473,5023,Smart,ForTwo,2018,10000,3,5,6,Gasolina,90cv,1500,Manual,ACManual,Usados,11490
4474,5024,Volvo,V40,2018,32127,5,5,6,Diesel,150cv,1968,Automática,ACAutomático,Usados,22000
4475,5025,VW,NewBeetle,2013,111000,5,5,6,Gasolina,250cv,492,Manual,ACManual,Usados,23250
4476,5026,BMW,218ActiveTourer,2016,95000,5,5,6,Diesel,150cv,400,Manual,ACAutomático,Usados,19900
4477,5027,Citroën,C-Elysée,2018,52000,4,5,6,Diesel,100cv,1496,Manual,ACAutomático,Usados,13900
4478,5028,Kia,Sportage,2017,71933,5,5,5,Diesel,141cv,1600,Manual,ACManual,Usados,24000
4479,5029,Volvo,XC60,2018,54450,5,5,9,Diesel,190cv,1461,Manual,ACIndependente,Usados,42500
4480,503,VW,Polo,2014,127846,5,5,6,Diesel,75cv,1199,Manual,ACAutomático,Usados,9700
4481,5030,Renault,Kadjar,2019,70569,5,5,8,Diesel,115cv,1364,Manual,ACAutomático,Usados,21000
4482,5031,Kia,Rio,2018,32114,5,5,7,Gasolina,85cv,1686,Manual,ACIndependente,Usados,12950
4483,5032,Mercedes-Benz,C300,2019,32000,4,5,5,Diesel,245cv,1199,Manual,ACAutomático,Usados,62500
4484,5033,Mercedes-Benz,CLA200,2019,17000,5,5,5,Diesel,150cv,2143,Automática,ACAutomático,Usados,47900
4485,5034,Mercedes-Benz,CLA200,2019,14941,4,5,6,Diesel,136cv,3000,Manual,ACAutomático,Usados,37900
4486,5035,Kia,Picanto,2019,19700,5,5,4,Gasolina,67cv,1600,Manual,ACIndependente,Usados,11490
4487,5036,Peugeot,308SW,2016,150000,5,5,9,Diesel,100cv,1560,Manual,ACAutomático,Usados,10490
4488,5037,Kia,CeedSW,2018,29900,5,5,5,Gasolina,100cv,1199,Manual,ACAutomático,Usados,16500
4489,5038,Kia,Picanto,2018,31900,5,5,6,Gasolina,67cv,1461,Manual,ACAutomático,Usados,12750
4490,5039,Mercedes-Benz,E300,2019,16200,5,5,6,Diesel,245cv,1000,Manual,ACAutomático,Usados,46900
4491,504,VW,PassatVariant,2015,117737,5,5,5,Diesel,120cv,1461,Manual,ACAutomático,Usados,16300
4492,5040,SEAT,LeonST,2017,91289,5,5,5,Diesel,115cv,1598,Manual,ACAutomático,Usados,15500
4493,5041,MINI,Cooper,2018,13249,5,7,5,Diesel,116cv,1500,Manual,ACManual,Usados,20600
4494,5042,BMW,216GranTourer,2016,93063,5,5,6,Diesel,116cv,1968,Automática,ACAutomático,Usados,19800
4495,5043,Opel,Corsa,2014,203000,5,5,6,Diesel,95cv,492,Manual,ACManual,Usados,5600
4496,5044,BMW,118,2018,43622,5,8,5,Diesel,150cv,400,Manual,ACAutomático,Usados,26900
4497,5045,Toyota,LandCruiser,2000,224780,5,5,5,Diesel,125cv,505,Manual,ACManual,Usados,17550
4498,5046,SEAT,Leon,2018,62753,5,5,7,Diesel,115cv,523,Manual,ACManual,Usados,17990
4499,5047,SEAT,LeonST,2018,58559,5,5,5,Diesel,115cv,1598,Manual,ACManual,Usados,18490
4500,5048,SEAT,Leon,2018,59948,5,5,5,Diesel,115cv,1991,Automática,ACManual,Usados,17990
4501,5049,Skoda,FabiaBreak,2016,85948,5,5,6,Diesel,90cv,1995,Manual,ACManual,Usados,10990
4502,505,VW,PassatVariant,2016,113903,4,5,5,Diesel,120cv,1000,Manual,ACAutomático,Usados,17600
4503,5050,Nissan,Micra,2014,85830,5,7,6,Gasolina,80cv,1500,Manual,ACManual,Usados,6900
4504,5051,SEAT,Alhambra,2019,39214,5,5,7,Diesel,150cv,1598,Manual,ACManual,Usados,32490
4505,5052,SEAT,Leon,2018,53144,5,4,7,Diesel,115cv,1598,Manual,ACManual,Usados,17990
4506,5053,Fiat,500,2019,12313,3,5,5,Gasolina,69cv,1598,Manual,ACManual,Usados,11990
4507,5054,SEAT,Arona,2018,26842,5,5,5,Diesel,95cv,1496,Manual,ACAutomático,Usados,19490
4508,5055,Nissan,Qashqai,2011,139500,5,5,6,Diesel,109cv,1600,Manual,ACManual,Usados,12950
4509,5056,Ford,S-Max,2008,189300,5,7,6,Diesel,140cv,1461,Manual,ACIndependente,Usados,10950
4510,5057,Smart,ForTwo,2013,102000,2,1,5,Diesel,54cv,1364,Manual,ACAutomático,Usados,8250
4511,5058,BMW,X1,2010,198100,5,5,7,Diesel,177cv,1686,Manual,ACIndependente,Usados,17250
4512,5059,Hyundai,SantaFe,2007,267200,5,7,5,Diesel,155cv,1199,Manual,ACAutomático,Usados,8750
4513,506,VW,Passat,2016,144154,5,5,5,Diesel,120cv,1598,Manual,ACAutomático,Usados,17000
4514,5060,Peugeot,308SW,2015,136000,5,5,6,Diesel,120cv,2143,Automática,ACAutomático,Usados,14900
4515,5061,VW,Polo,2012,144500,5,5,6,Gasolina,70cv,3000,Manual,ACAutomático,Usados,8250
4516,5062,Peugeot,308,2015,160200,5,5,6,Diesel,120cv,1600,Manual,ACIndependente,Usados,13950
4517,5063,Audi,A6Allroad,2013,229000,5,5,8,Diesel,245cv,1560,Manual,ACAutomático,Usados,28900
4518,5064,Porsche,Macan,2016,98000,5,5,6,Diesel,258cv,1199,Manual,ACAutomático,Usados,65800
4519,5065,BMW,318,2014,178800,5,5,6,Diesel,143cv,1461,Manual,ACAutomático,Usados,22500
4520,5066,Mazda,2,2014,107799,5,2,5,Gasolina,75cv,1000,Manual,ACAutomático,Usados,6900
4521,5067,VW,Up!,2019,1,5,5,6,Gasolina,60cv,1598,Manual,ACAutomático,Usados,12490
4522,5068,VW,GolfVariant,2019,22999,5,4,6,Diesel,115cv,1500,Manual,ACManual,Usados,23290
4523,5069,Peugeot,308SW,2018,61000,5,5,5,Diesel,100cv,1496,Manual,ACAutomático,Usados,15500
4524,507,Honda,Civic,2013,151000,5,5,6,Diesel,120cv,1500,Manual,ACManual,Usados,12500
4525,5070,VW,Golf,2015,65000,5,5,5,Diesel,90cv,1600,Manual,ACManual,Usados,17500
4526,5071,Peugeot,208,2017,46438,5,5,5,Diesel,75cv,1461,Manual,ACIndependente,Usados,11990
4527,5072,Renault,Twingo,2019,7457,5,4,5,Gasolina,70cv,1364,Manual,ACAutomático,Usados,11000
4528,5073,Audi,Q2,2019,3700,5,5,5,Gasolina,300cv,1686,Manual,ACIndependente,Usados,58490
4529,5074,Audi,A6Avant,2019,1,5,5,6,Diesel,204cv,1199,Manual,ACAutomático,Usados,59990
4530,5075,Audi,Q3,2019,11000,5,5,7,Diesel,150cv,2143,Automática,ACAutomático,Usados,44990
4531,5076,Audi,A3Sportback,2019,13900,5,5,6,Gasolina,116cv,3000,Manual,ACAutomático,Usados,23990
4532,5077,Audi,A7,2019,1,5,5,7,Diesel,286cv,1600,Manual,ACIndependente,Usados,98990
4533,5078,Audi,A7,2019,10980,5,5,6,Diesel,204cv,1560,Manual,ACAutomático,Usados,64490
4534,5079,Renault,MéganeSportTourer,2019,27424,5,5,6,Diesel,115cv,1496,Manual,ACAutomático,Usados,20875
4535,508,VW,GolfVariant,2014,104745,5,5,6,Diesel,105cv,1968,Automática,ACAutomático,Usados,12200
4536,5080,Renault,ClioSportTourer,2019,39586,5,5,6,Diesel,90cv,1600,Manual,ACManual,Usados,15990
4537,5081,Renault,MéganeSportTourer,2019,24051,5,5,5,Diesel,115cv,1461,Manual,ACIndependente,Usados,21900
4538,5082,Renault,ClioSportTourer,2018,50600,5,5,5,Gasolina,90cv,1364,Manual,ACAutomático,Usados,13190
4539,5083,SEAT,Ibiza,2011,125729,5,5,7,Gasolina,70cv,1686,Manual,ACIndependente,Usados,7250
4540,5084,BMW,530,2003,313000,5,5,5,Diesel,218cv,1199,Manual,ACAutomático,Usados,8990
4541,5085,SEAT,Arona,2019,15000,5,5,6,Diesel,95cv,2143,Automática,ACAutomático,Usados,19900
4542,5086,Mercedes-Benz,190,1984,527000,5,5,5,Diesel,70cv,3000,Manual,ACAutomático,Usados,999
4543,5087,Audi,A3,1998,376000,3,5,5,Diesel,110cv,1600,Manual,ACIndependente,Usados,3000
4544,5088,Renault,Clio,2017,145000,5,5,5,Diesel,90cv,1560,Manual,ACAutomático,Usados,11900
